acctnum,gender,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,doit,reference,art,geog,buyer
49929,F,NJ,7082,70,15,7,27,232,259,2,0,0,0,1,1,0,0,0
49930,F,VT,5602,56,17,15,29,238,267,2,0,0,1,0,0,0,1,0
49931,M,NY,10566,105,11,11,15,73,88,1,0,0,0,0,0,1,0,0
49932,F,MD,21144,211,3,3,15,128,143,1,0,0,0,0,0,0,1,0
49933,F,MD,20901,209,21,15,26,178,204,2,1,0,0,1,0,0,0,0
49934,F,NJ,7030,70,31,27,25,37,62,2,1,0,1,0,0,0,0,0
49935,F,MD,21133,211,17,17,15,263,278,1,1,0,0,0,0,0,0,0
49936,F,NJ,8512,85,29,9,104,278,382,9,2,1,1,0,0,3,2,1
49937,M,PA,15212,152,23,3,61,142,203,5,0,2,0,1,1,0,1,0
49938,F,PA,19130,191,31,3,119,291,410,11,2,2,3,1,0,3,0,1
49939,M,NJ,7205,72,13,11,25,262,287,2,0,1,1,0,0,0,0,0
49940,F,NY,11746,117,33,33,15,166,181,1,0,0,0,0,1,0,0,0
49941,M,NJ,8701,87,15,9,33,181,214,3,1,1,1,0,0,0,0,1
49942,F,NY,14534,145,11,11,15,91,106,1,0,0,1,0,0,0,0,0
49943,F,NJ,8505,85,1,1,15,162,177,1,1,0,0,0,0,0,0,0
49944,F,NY,11024,110,15,13,29,127,156,2,0,0,0,0,0,1,1,0
49945,F,NY,11040,110,9,9,15,220,235,1,0,1,0,0,0,0,0,0
49946,F,NY,11598,115,17,5,59,311,370,5,1,1,1,0,1,1,0,0
49947,M,PA,17013,170,11,11,15,151,166,1,1,0,0,0,0,0,0,0
49948,F,PA,18428,184,35,13,51,170,221,4,1,0,1,0,1,0,1,0
49949,F,NY,10301,103,15,15,15,181,196,1,0,0,1,0,0,0,0,0
49950,F,PA,19087,190,17,5,38,90,128,3,1,0,1,0,0,1,0,0
49951,F,NY,10038,100,75,33,133,311,444,12,3,2,5,1,0,1,0,0
49952,F,CT,6029,60,21,9,34,106,140,3,2,0,0,1,0,0,0,0
49953,F,PA,18104,181,13,13,15,0,15,1,0,0,0,0,0,1,0,0
49954,F,DC,20016,200,21,19,29,25,54,2,0,0,1,0,0,0,1,0
49955,F,NY,11801,118,23,15,29,70,99,2,0,0,1,0,0,0,1,0
49956,F,NY,11375,113,7,1,28,219,247,2,0,1,0,0,0,1,0,0
49957,F,NJ,7666,76,15,15,15,243,258,1,1,0,0,0,0,0,0,0
49958,F,MA,1085,10,61,1,119,97,216,11,2,1,4,2,0,1,1,1
49959,M,NJ,7747,77,13,11,23,206,229,2,2,0,0,0,0,0,0,0
49960,F,NY,14485,144,15,15,15,128,143,1,0,0,1,0,0,0,0,0
49961,F,NJ,7440,74,13,7,29,68,97,2,0,0,0,1,0,0,1,0
49962,M,NJ,7726,77,69,35,142,137,279,12,1,1,4,1,1,0,4,0
49963,M,NY,11561,115,19,13,27,50,77,2,1,0,0,0,1,0,0,0
49964,F,NJ,8108,81,37,7,99,319,418,9,1,1,3,2,1,1,0,0
49965,F,NY,14546,145,21,11,39,45,84,3,0,0,2,0,0,0,1,0
49966,F,NY,11357,113,49,9,105,81,186,9,3,1,1,0,1,0,3,0
49967,F,PA,18104,181,51,3,106,161,267,9,2,0,3,0,0,1,3,0
49968,M,NJ,7095,70,21,15,28,286,314,2,1,0,0,0,0,1,0,0
49969,M,NJ,7436,74,13,13,15,28,43,1,0,0,0,0,1,0,0,0
49970,F,NJ,7001,70,9,9,15,92,107,1,1,0,0,0,0,0,0,0
49971,M,NY,11357,113,35,3,125,54,179,11,1,1,4,2,0,1,2,0
49972,F,NJ,7726,77,7,7,15,193,208,1,1,0,0,0,0,0,0,0
49973,M,PA,18976,189,11,7,28,53,81,2,1,0,0,0,0,1,0,0
49974,M,NY,12027,120,3,3,15,207,222,1,0,0,0,0,0,0,1,1
49975,F,NY,10977,109,37,31,29,192,221,2,0,1,0,0,0,0,1,0
49976,F,NY,11374,113,19,15,29,229,258,2,0,0,1,0,0,0,1,0
49977,F,NJ,7701,77,55,29,96,169,265,9,4,0,2,1,1,0,1,0
49978,F,MA,1830,18,5,5,15,137,152,1,0,0,0,0,1,0,0,0
49979,F,DC,20001,200,1,1,15,123,138,1,1,0,0,0,0,0,0,0
49980,F,PA,15219,152,17,11,24,271,295,2,0,2,0,0,0,0,0,0
49981,F,MA,2368,23,9,9,15,258,273,1,0,0,0,1,0,0,0,0
49982,F,PA,19341,193,9,9,15,181,196,1,0,1,0,0,0,0,0,0
49983,F,VT,5036,50,25,15,38,258,296,3,1,1,0,0,0,0,1,0
49984,F,NJ,7071,70,23,11,64,167,231,6,4,2,0,0,0,0,0,0
49985,F,NJ,8240,82,17,15,24,156,180,2,0,2,0,0,0,0,0,0
49986,F,NJ,7701,77,9,9,15,39,54,1,0,0,0,0,0,0,1,0
49987,M,PA,19072,190,1,1,15,40,55,1,0,0,0,0,0,0,1,0
49988,F,NH,3221,32,15,11,29,223,252,2,1,0,0,0,0,0,1,0
49989,M,NJ,7751,77,15,9,26,47,73,2,0,0,0,2,0,0,0,1
49990,F,NY,11211,112,13,13,15,61,76,1,0,0,0,0,0,1,0,0
49991,F,NJ,7421,74,15,15,15,212,227,1,0,0,0,0,1,0,0,0
49992,M,NJ,8501,85,11,11,15,163,178,1,0,0,1,0,0,0,0,0
49993,F,MD,21230,212,17,13,27,42,69,2,1,0,0,0,1,0,0,0
49994,M,NY,12037,120,27,11,66,202,268,6,3,0,1,1,0,0,1,0
49995,F,NY,11779,117,21,19,27,301,328,2,0,0,1,0,1,0,0,0
49996,F,NY,11224,112,1,1,15,285,300,1,0,0,0,1,0,0,0,0
49997,M,NJ,8757,87,27,3,58,106,164,5,2,0,1,1,0,0,1,0
49998,F,NY,14209,142,25,25,15,295,310,1,0,0,0,0,1,0,0,0
49999,F,PA,18347,183,25,25,15,261,276,1,1,0,0,0,0,0,0,0
50000,M,PA,19320,193,55,5,107,311,418,9,2,0,3,0,0,1,3,1
50001,F,NY,11757,117,35,3,87,232,319,7,1,0,0,2,1,1,2,0
50002,M,NY,10977,109,15,9,29,214,243,2,0,0,0,0,0,1,1,0
50003,F,PA,15235,152,9,5,27,220,247,2,1,0,0,0,1,0,0,0
50004,M,NJ,8619,86,9,9,15,244,259,1,0,0,1,0,0,0,0,0
50005,M,NY,13903,139,17,13,25,218,243,2,0,1,1,0,0,0,0,0
50006,M,NY,12306,123,33,11,73,316,389,7,2,2,1,2,0,0,0,0
50007,F,CT,6432,64,13,5,25,274,299,2,1,0,1,0,0,0,0,0
50008,M,NY,11693,116,21,13,29,86,115,2,0,0,1,0,0,0,1,0
50009,F,NY,10465,104,13,13,15,153,168,1,1,0,0,0,0,0,0,0
50010,F,NY,13343,133,1,1,15,279,294,1,0,0,0,0,0,0,1,0
50011,F,NJ,7950,79,7,7,15,146,161,1,1,0,0,0,0,0,0,0
50012,M,MD,20855,208,45,11,137,60,197,12,4,1,2,3,1,1,0,0
50013,F,NY,10162,101,41,3,77,249,326,7,1,1,1,3,0,1,0,0
50014,F,MD,21208,212,17,9,25,49,74,2,0,1,1,0,0,0,0,0
50015,F,NJ,7083,70,37,29,25,28,53,2,0,0,2,0,0,0,0,0
50016,M,NY,13166,131,17,9,25,270,295,2,0,1,1,0,0,0,0,0
50017,F,MA,1970,19,9,7,24,52,76,2,1,1,0,0,0,0,0,0
50018,M,NY,12603,126,9,9,15,174,189,1,0,0,0,0,0,0,1,0
50019,F,NJ,7747,77,15,15,15,185,200,1,0,0,1,0,0,0,0,0
50020,M,PA,19075,190,7,1,39,210,249,3,1,0,1,0,0,0,1,0
50021,F,NY,10603,106,5,3,25,115,140,2,1,0,1,0,0,0,0,0
50022,M,PA,19142,191,13,13,15,289,304,1,1,0,0,0,0,0,0,0
50023,M,MA,2148,21,15,15,15,230,245,1,0,0,0,0,1,0,0,0
50024,M,NJ,7724,77,27,11,72,308,380,7,4,1,0,1,0,1,0,0
50025,F,CT,6447,64,9,9,15,263,278,1,0,0,0,1,0,0,0,0
50026,F,NJ,8876,88,15,15,15,207,222,1,1,0,0,0,0,0,0,0
50027,F,CT,6109,61,13,13,15,135,150,1,1,0,0,0,0,0,0,0
50028,F,NJ,7452,74,19,15,25,220,245,2,1,0,1,0,0,0,0,0
50029,F,NY,11203,112,35,35,15,17,32,1,0,0,1,0,0,0,0,0
50030,M,NY,14028,140,33,25,25,129,154,2,1,0,1,0,0,0,0,0
50031,M,MD,20815,208,33,31,26,228,254,2,0,0,1,1,0,0,0,0
50032,F,NY,10011,100,21,19,26,281,307,2,0,1,0,1,0,0,0,0
50033,F,NY,10994,109,19,13,35,308,343,3,0,0,3,0,0,0,0,0
50034,F,MD,21144,211,15,11,23,120,143,2,2,0,0,0,0,0,0,0
50035,M,NY,11566,115,43,21,114,68,182,11,2,2,5,0,1,1,0,0
50036,F,PA,19136,191,15,15,15,159,174,1,1,0,0,0,0,0,0,0
50037,F,PA,18966,189,9,1,29,284,313,2,0,0,0,0,0,1,1,0
50038,F,NY,11362,113,41,27,32,311,343,3,2,1,0,0,0,0,0,0
50039,F,NJ,8050,80,9,3,25,189,214,2,1,0,1,0,0,0,0,0
50040,M,NJ,7093,70,9,9,15,108,123,1,0,0,0,0,0,0,1,0
50041,F,PA,19078,190,25,7,93,77,170,9,2,3,1,2,1,0,0,0
50042,F,NY,11411,114,27,13,34,82,116,3,0,2,1,0,0,0,0,0
50043,M,PA,17551,175,29,13,68,225,293,6,1,1,0,2,1,1,0,0
50044,F,PA,19082,190,15,11,26,261,287,2,0,0,0,2,0,0,0,0
50045,F,NY,11355,113,1,1,15,144,159,1,0,0,0,0,0,0,1,0
50046,F,NJ,7444,74,21,21,15,23,38,1,0,0,1,0,0,0,0,0
50047,M,NJ,8512,85,9,1,25,290,315,2,0,1,1,0,0,0,0,0
50048,F,MA,1760,17,45,7,144,280,424,12,4,0,3,1,2,0,2,0
50049,F,NJ,7036,70,13,13,15,108,123,1,0,0,0,0,1,0,0,0
50050,F,NY,13790,137,3,3,15,119,134,1,0,1,0,0,0,0,0,0
50051,M,PA,17011,170,25,23,29,73,102,2,0,1,0,0,0,0,1,0
50052,F,NJ,7410,74,35,35,15,68,83,1,1,0,0,0,0,0,0,0
50053,F,PA,19026,190,31,31,15,129,144,1,1,0,0,0,0,0,0,0
50054,F,PA,19114,191,63,31,141,207,348,12,2,1,3,0,1,2,3,0
50055,F,PA,18940,189,25,23,26,176,202,2,0,0,1,1,0,0,0,0
50056,F,PA,19114,191,5,3,28,288,316,2,1,0,0,0,0,1,0,0
50057,M,MA,2132,21,51,19,138,152,290,12,2,0,4,2,0,3,1,0
50058,F,NY,10977,109,21,3,50,268,318,5,3,1,1,0,0,0,0,0
50059,F,NY,12590,125,41,15,125,124,249,10,0,2,4,0,0,0,4,0
50060,F,CT,6477,64,27,1,73,123,196,6,1,0,2,0,0,2,1,0
50061,F,MD,20910,209,1,1,15,86,101,1,0,0,1,0,0,0,0,0
50062,F,MD,21225,212,7,3,28,192,220,2,1,0,0,0,0,1,0,0
50063,M,PA,19116,191,15,11,25,69,94,2,1,0,1,0,0,0,0,0
50064,M,NY,10128,101,33,15,101,278,379,9,3,1,2,0,0,1,2,0
50065,F,NY,10010,100,19,11,26,256,282,2,0,0,1,1,0,0,0,0
50066,F,NJ,8077,80,15,9,25,29,54,2,1,0,1,0,0,0,0,0
50067,F,NJ,8225,82,33,31,29,181,210,2,0,0,0,0,0,1,1,0
50068,F,NJ,7446,74,65,19,101,172,273,9,1,2,2,2,0,1,1,0
50069,F,NJ,8247,82,9,9,15,207,222,1,0,0,0,0,0,1,0,0
50070,F,NJ,8753,87,21,13,25,135,160,2,0,1,1,0,0,0,0,0
50071,F,MD,21222,212,21,15,25,267,292,2,1,0,1,0,0,0,0,0
50072,F,NJ,7512,75,17,17,15,65,80,1,0,1,0,0,0,0,0,0
50073,M,MA,1827,18,43,17,67,211,278,6,1,1,1,1,0,0,2,0
50074,F,NJ,8520,85,15,7,35,163,198,3,0,2,0,1,0,0,0,0
50075,F,PA,19446,194,15,7,28,4,32,2,1,0,0,0,0,1,0,0
50076,F,NY,11360,113,17,15,26,92,118,2,0,0,1,1,0,0,0,0
50077,F,PA,19053,190,15,7,29,235,264,2,0,0,0,0,0,1,1,1
50078,F,PA,19001,190,1,1,15,153,168,1,0,0,0,0,1,0,0,0
50079,F,MD,20748,207,21,15,25,80,105,2,1,0,1,0,0,0,0,0
50080,F,CT,6883,68,19,11,29,297,326,2,0,0,0,0,0,1,1,0
50081,F,PA,19152,191,23,21,26,253,279,2,1,0,0,1,0,0,0,0
50082,M,MA,2571,25,85,15,143,259,402,12,0,2,3,2,1,1,3,0
50083,F,NY,12477,124,17,17,15,282,297,1,0,1,0,0,0,0,0,0
50084,F,CT,6811,68,17,15,26,218,244,2,0,1,0,1,0,0,0,0
50085,F,PA,19056,190,7,7,15,272,287,1,0,1,0,0,0,0,0,0
50086,F,NJ,8734,87,27,13,39,302,341,3,0,0,0,1,0,2,0,0
50087,F,NY,10528,105,23,15,25,252,277,2,0,1,1,0,0,0,0,0
50088,F,NY,10025,100,11,3,29,71,100,2,1,0,0,0,0,0,1,0
50089,F,NJ,7728,77,33,13,86,149,235,7,2,0,1,0,1,1,2,0
50090,M,NY,10314,103,31,13,68,60,128,6,0,1,1,3,1,0,0,0
50091,F,DE,19971,199,57,15,99,221,320,9,2,2,1,2,0,2,0,0
50092,F,RI,2879,28,31,9,83,47,130,7,0,0,4,1,0,1,1,0
50093,F,NY,11694,116,11,5,28,108,136,2,0,0,1,0,0,1,0,0
50094,F,NY,11753,117,69,9,134,234,368,11,0,2,4,0,2,0,3,0
50095,F,NJ,7740,77,13,7,24,286,310,2,1,1,0,0,0,0,0,0
50096,M,PA,18104,181,45,27,85,35,120,8,3,1,2,0,1,1,0,0
50097,M,NJ,7675,76,49,15,137,247,384,12,4,1,2,2,0,2,1,0
50098,F,NY,11214,112,9,1,24,18,42,2,1,1,0,0,0,0,0,0
50099,F,NY,11221,112,7,7,15,131,146,1,0,1,0,0,0,0,0,1
50100,F,NY,14221,142,13,7,33,85,118,3,1,0,2,0,0,0,0,0
50101,M,CT,6403,64,15,3,37,279,316,3,1,0,0,1,0,0,1,0
50102,F,NJ,8865,88,21,17,29,19,48,2,1,0,0,0,0,0,1,0
50103,F,NY,14224,142,7,1,28,112,140,2,1,0,0,0,0,1,0,0
50104,F,NJ,7204,72,11,11,15,169,184,1,0,1,0,0,0,0,0,0
50105,M,NJ,8225,82,31,25,29,108,137,2,1,0,0,0,0,0,1,0
50106,F,NY,10901,109,13,13,15,183,198,1,0,1,0,0,0,0,0,0
50107,F,RI,2909,29,51,23,142,167,309,12,2,0,2,1,4,1,2,0
50108,M,CT,6114,61,13,7,25,231,256,2,1,0,1,0,0,0,0,0
50109,F,NY,12603,126,19,15,24,24,48,2,1,1,0,0,0,0,0,0
50110,M,CT,6443,64,15,9,29,224,253,2,1,0,0,0,0,0,1,0
50111,F,PA,19083,190,15,13,25,299,324,2,1,0,1,0,0,0,0,0
50112,M,PA,19020,190,99,33,123,321,444,11,2,1,2,2,0,1,3,0
50113,F,NY,11554,115,3,1,26,70,96,2,0,0,1,1,0,0,0,0
50114,M,PA,19047,190,13,11,29,156,185,2,0,0,0,1,0,0,1,0
50115,F,PA,18103,181,25,25,15,127,142,1,0,0,0,1,0,0,0,0
50116,F,NJ,7502,75,13,13,15,202,217,1,0,0,0,1,0,0,0,0
50117,F,MA,2144,21,13,11,28,298,326,2,0,0,0,1,0,1,0,0
50118,M,NY,10550,105,15,15,15,139,154,1,0,0,0,0,0,1,0,0
50119,F,NY,11961,119,23,21,27,152,179,2,0,0,0,1,1,0,0,0
50120,M,PA,16508,165,11,7,29,39,68,2,0,0,1,0,0,0,1,0
50121,F,MD,20650,206,23,3,57,50,107,5,2,1,0,0,1,1,0,0
50122,F,CT,6612,66,9,9,15,113,128,1,0,0,1,0,0,0,0,0
50123,F,NJ,7004,70,31,9,50,162,212,4,2,0,0,0,0,1,1,0
50124,F,MD,21133,211,69,13,137,295,432,12,3,3,2,0,1,1,2,0
50125,M,PA,19126,191,5,5,15,259,274,1,0,0,0,1,0,0,0,1
50126,M,NY,13126,131,17,15,29,257,286,2,0,0,1,0,0,0,1,0
50127,F,NJ,8520,85,25,13,38,224,262,3,1,0,0,1,1,0,0,0
50128,F,NY,12520,125,33,27,25,196,221,2,0,0,2,0,0,0,0,0
50129,F,NJ,8757,87,75,31,140,330,470,12,3,1,3,1,1,0,3,0
50130,F,MD,20855,208,15,11,29,249,278,2,1,0,0,0,0,0,1,0
50131,F,DE,19713,197,13,13,15,113,128,1,0,0,1,0,0,0,0,0
50132,F,CT,6801,68,45,15,66,121,187,6,3,0,1,0,1,1,0,0
50133,M,PA,18064,180,33,15,79,235,314,7,4,1,0,1,0,1,0,0
50134,F,PA,15102,151,15,9,29,286,315,2,0,0,0,0,0,0,2,1
50135,F,MD,21014,210,13,13,15,264,279,1,1,0,0,0,0,0,0,0
50136,F,NY,10002,100,55,15,91,151,242,9,3,2,2,2,0,0,0,0
50137,F,VT,5059,50,5,5,15,120,135,1,0,0,1,0,0,0,0,0
50138,F,NY,13502,135,23,17,23,265,288,2,2,0,0,0,0,0,0,0
50139,F,MD,20901,209,5,5,15,46,61,1,1,0,0,0,0,0,0,0
50140,F,NY,10952,109,11,11,15,276,291,1,0,0,0,0,0,1,0,0
50141,F,PA,15214,152,11,11,15,246,261,1,0,0,0,0,0,0,1,0
50142,F,MD,20902,209,3,3,15,167,182,1,0,0,1,0,0,0,0,0
50143,F,NY,11803,118,53,21,92,124,216,8,2,1,2,0,1,0,2,0
50144,M,PA,19147,191,35,5,74,293,367,6,0,0,1,3,0,1,1,0
50145,M,PA,15237,152,21,9,46,79,125,4,1,1,0,0,1,0,1,0
50146,F,NY,14224,142,21,13,29,40,69,2,0,0,1,0,0,0,1,0
50147,M,MD,21228,212,3,3,15,143,158,1,0,0,0,0,0,1,0,0
50148,M,NJ,7016,70,41,13,58,90,148,5,2,0,1,1,0,0,1,0
50149,M,NY,11050,110,11,5,29,50,79,2,0,0,0,0,0,1,1,1
50150,F,CT,6776,67,15,9,29,92,121,2,0,0,0,0,0,1,1,0
50151,M,PA,18938,189,25,1,126,256,382,12,8,0,0,2,1,0,1,0
50152,F,MD,20878,208,27,17,41,263,304,3,0,0,0,0,1,0,2,0
50153,F,PA,17304,173,61,25,89,85,174,8,2,0,3,0,2,0,1,0
50154,F,NJ,7024,70,9,9,15,255,270,1,0,1,0,0,0,0,0,0
50155,F,MA,2139,21,29,13,42,266,308,4,2,1,1,0,0,0,0,0
50156,M,NJ,8755,87,17,11,25,237,262,2,1,0,1,0,0,0,0,0
50157,F,PA,19341,193,75,15,138,58,196,12,3,3,4,1,0,1,0,0
50158,F,NY,12866,128,29,11,82,270,352,7,1,0,2,1,2,0,1,0
50159,F,PA,17055,170,59,25,81,276,357,7,1,1,1,1,0,0,3,0
50160,F,PA,17603,176,45,7,124,309,433,11,2,1,4,1,0,0,3,0
50161,M,NY,13066,130,61,3,114,300,414,10,3,0,4,1,0,1,1,0
50162,F,NY,10023,100,35,23,42,27,69,4,1,1,2,0,0,0,0,0
50163,F,NY,10541,105,23,11,42,176,218,4,1,1,2,0,0,0,0,0
50164,M,NY,11758,117,61,29,67,171,238,6,2,0,2,1,0,1,0,0
50165,F,MD,20854,208,9,9,15,160,175,1,1,0,0,0,0,0,0,0
50166,F,NY,11801,118,9,5,24,12,36,2,1,1,0,0,0,0,0,0
50167,F,NY,11753,117,9,9,15,12,27,1,1,0,0,0,0,0,0,1
50168,F,NY,11722,117,55,11,96,218,314,9,3,0,3,2,0,1,0,0
50169,F,NJ,7063,70,55,23,84,177,261,8,3,1,3,0,0,0,1,0
50170,M,NJ,8753,87,9,7,28,163,191,2,0,1,0,0,0,1,0,1
50171,F,PA,19082,190,9,9,15,53,68,1,1,0,0,0,0,0,0,0
50172,F,CT,6237,62,11,11,15,148,163,1,0,0,0,0,0,0,1,0
50173,F,NH,3045,30,17,17,15,128,143,1,1,0,0,0,0,0,0,1
50174,M,PA,19128,191,9,1,28,70,98,2,1,0,0,0,0,1,0,0
50175,F,NY,14217,142,7,3,26,49,75,2,0,0,1,1,0,0,0,0
50176,F,NJ,8810,88,45,15,106,155,261,9,1,1,1,1,2,1,2,0
50177,F,NJ,7871,78,29,25,24,246,270,2,1,1,0,0,0,0,0,0
50178,F,NY,11040,110,45,11,106,81,187,9,0,0,5,0,2,1,1,0
50179,F,RI,2886,28,19,11,26,87,113,2,0,1,0,1,0,0,0,0
50180,M,NY,10706,107,15,15,15,27,42,1,0,0,0,1,0,0,0,0
50181,F,MA,1760,17,33,27,27,274,301,2,0,0,1,0,1,0,0,0
50182,F,NJ,8046,80,13,13,15,0,15,1,0,0,0,0,0,0,1,0
50183,M,NJ,7643,76,35,17,70,200,270,6,2,1,0,1,0,1,1,0
50184,F,NY,13156,131,39,1,105,236,341,9,3,0,2,0,0,2,2,1
50185,F,NY,10576,105,29,9,62,196,258,5,2,0,0,0,1,1,1,0
50186,M,NY,11768,117,73,27,97,56,153,8,1,0,1,1,1,2,2,1
50187,F,CT,6459,64,19,13,26,138,164,2,1,0,0,1,0,0,0,0
50188,F,MA,2062,20,29,13,42,239,281,3,0,0,0,0,0,2,1,1
50189,F,NJ,8302,83,3,3,15,179,194,1,0,1,0,0,0,0,0,0
50190,F,NY,11572,115,35,35,15,153,168,1,0,0,1,0,0,0,0,0
50191,F,NY,11358,113,11,11,15,223,238,1,1,0,0,0,0,0,0,0
50192,F,NY,11233,112,39,13,100,262,362,9,1,1,4,1,0,1,1,0
50193,F,PA,19020,190,35,11,57,209,266,5,0,1,3,0,0,1,0,0
50194,M,NY,11710,117,9,9,15,172,187,1,0,0,0,0,0,0,1,0
50195,F,NJ,7728,77,41,9,90,89,179,8,3,0,3,1,0,1,0,0
50196,M,NY,11554,115,17,15,26,90,116,2,1,0,0,1,0,0,0,0
50197,F,DE,19807,198,23,15,25,262,287,2,1,0,1,0,0,0,0,0
50198,M,NY,10701,107,7,7,15,280,295,1,0,0,0,1,0,0,0,0
50199,F,PA,18042,180,49,13,82,164,246,7,0,1,3,1,0,1,1,0
50200,F,NJ,8620,86,11,11,15,11,26,1,0,1,0,0,0,0,0,0
50201,F,NJ,8010,80,13,13,15,184,199,1,0,0,0,0,0,0,1,0
50202,F,MA,1824,18,3,3,15,74,89,1,0,0,0,0,0,1,0,0
50203,F,NJ,8109,81,33,33,15,157,172,1,0,0,0,0,0,0,1,0
50204,F,NJ,8733,87,15,9,29,155,184,2,0,0,0,1,0,0,1,0
50205,M,NY,11208,112,17,13,26,83,109,2,0,0,1,1,0,0,0,0
50206,F,NY,10970,109,3,1,25,211,236,2,0,1,1,0,0,0,0,0
50207,M,MD,21027,210,43,17,88,222,310,7,0,0,1,2,0,1,3,0
50208,M,NY,10573,105,5,5,15,235,250,1,1,0,0,0,0,0,0,0
50209,M,PA,17053,170,37,33,25,162,187,2,0,1,1,0,0,0,0,0
50210,F,PA,19320,193,43,5,97,231,328,8,2,1,0,0,2,1,2,0
50211,M,MD,20724,207,73,9,129,271,400,11,2,0,3,0,4,1,1,1
50212,F,NY,11422,114,11,3,25,301,326,2,0,1,1,0,0,0,0,0
50213,M,NY,11722,117,47,29,61,237,298,5,0,0,1,2,1,1,0,0
50214,F,NY,14070,140,7,7,15,44,59,1,0,0,0,0,1,0,0,0
50215,F,MA,1844,18,45,7,92,54,146,8,4,1,1,0,0,1,1,0
50216,F,MD,21057,210,7,5,23,199,222,2,2,0,0,0,0,0,0,0
50217,M,NY,14706,147,17,17,15,52,67,1,0,0,0,0,0,1,0,0
50218,M,NJ,8628,86,23,9,38,171,209,3,0,1,1,0,0,0,1,0
50219,F,NJ,7439,74,15,15,15,0,15,1,1,0,0,0,0,0,0,0
50220,F,PA,15131,151,11,9,25,103,128,2,0,0,2,0,0,0,0,0
50221,F,MD,21014,210,15,15,15,13,28,1,0,0,0,0,1,0,0,0
50222,M,NJ,8080,80,15,9,29,129,158,2,0,1,0,0,0,0,1,0
50223,M,NY,11369,113,13,9,25,262,287,2,1,0,1,0,0,0,0,0
50224,F,PA,19036,190,13,9,23,31,54,2,2,0,0,0,0,0,0,0
50225,F,NY,11746,117,25,25,15,217,232,1,1,0,0,0,0,0,0,0
50226,F,NJ,7018,70,11,9,27,103,130,2,0,0,1,0,1,0,0,0
50227,F,NJ,7405,74,11,3,25,292,317,2,1,0,1,0,0,0,0,0
50228,F,NJ,8104,81,29,23,27,154,181,2,1,0,0,0,1,0,0,0
50229,F,NJ,7009,70,13,9,29,238,267,2,0,0,0,1,0,0,1,0
50230,F,MD,21146,211,17,15,25,141,166,2,1,0,1,0,0,0,0,0
50231,M,NH,3218,32,19,11,29,274,303,2,0,0,0,1,0,0,1,0
50232,F,PA,19081,190,29,23,25,152,177,2,1,0,1,0,0,0,0,0
50233,M,NY,13650,136,9,1,29,169,198,2,0,0,1,0,0,0,1,0
50234,F,MA,2132,21,61,23,97,89,186,8,1,0,1,1,2,1,2,0
50235,F,NY,10453,104,5,5,15,0,15,1,0,0,1,0,0,0,0,0
50236,F,NY,11236,112,13,13,15,263,278,1,1,0,0,0,0,0,0,0
50237,M,NY,11753,117,45,5,107,104,211,9,4,0,1,1,0,2,1,1
50238,M,NJ,8302,83,63,21,137,178,315,12,2,3,0,2,1,2,2,0
50239,F,VT,5255,52,11,11,15,188,203,1,1,0,0,0,0,0,0,0
50240,M,NY,11563,115,13,11,28,58,86,2,0,1,0,0,0,1,0,0
50241,F,CT,6820,68,15,15,15,236,251,1,0,0,1,0,0,0,0,0
50242,F,MD,21042,210,17,17,15,19,34,1,0,0,0,0,0,0,1,0
50243,M,NY,14075,140,15,9,25,97,122,2,0,1,1,0,0,0,0,0
50244,M,MA,2180,21,29,13,64,270,334,6,1,1,1,3,0,0,0,0
50245,F,MA,1960,19,13,13,15,70,85,1,1,0,0,0,0,0,0,0
50246,F,MD,21208,212,13,9,28,260,288,2,1,0,0,0,0,1,0,1
50247,M,MA,1970,19,55,3,125,345,470,12,5,2,3,1,1,0,0,0
50248,F,NY,11030,110,7,5,25,296,321,2,0,1,1,0,0,0,0,0
50249,F,NJ,7066,70,11,11,15,124,139,1,0,0,0,1,0,0,0,0
50250,F,NY,12149,121,5,3,25,296,321,2,0,1,1,0,0,0,0,0
50251,F,NY,11754,117,15,11,25,13,38,2,1,0,1,0,0,0,0,0
50252,M,NY,10012,100,55,3,124,287,411,11,2,1,5,0,3,0,0,0
50253,M,NJ,7726,77,31,15,32,35,67,3,1,2,0,0,0,0,0,0
50254,F,CT,6516,65,15,15,15,220,235,1,0,0,0,0,1,0,0,0
50255,F,MA,2181,21,17,17,15,7,22,1,1,0,0,0,0,0,0,0
50256,M,NH,3811,38,11,7,26,252,278,2,1,0,0,1,0,0,0,0
50257,F,NY,10463,104,3,3,15,241,256,1,0,0,1,0,0,0,0,0
50258,M,NY,11753,117,63,7,113,94,207,10,3,1,2,0,1,1,2,1
50259,M,NJ,7712,77,11,5,29,18,47,2,0,0,0,1,0,0,1,0
50260,M,DC,20003,200,49,5,96,198,294,8,0,1,1,3,0,2,1,1
50261,M,MA,1432,14,7,5,26,61,87,2,0,0,1,1,0,0,0,1
50262,F,RI,2919,29,11,11,15,179,194,1,1,0,0,0,0,0,0,0
50263,F,NJ,7081,70,25,3,45,182,227,4,2,0,1,0,1,0,0,0
50264,M,NY,14615,146,47,1,122,337,459,11,2,1,3,2,1,0,2,0
50265,F,NY,10577,105,7,3,25,227,252,2,1,0,1,0,0,0,0,0
50266,F,MA,2139,21,55,7,110,230,340,10,2,0,4,1,2,0,1,0
